chatbot,country,pol_leaning,mean_x,mean_y,count,delta_x,delta_y,language
perplexity,GT,,-1.88,-3.59,1,2.0799999999999996,1.1100000000000003,german
gemini,GT,,-2.75,-3.23,1,3.71,2.273333333333333,spanish
gpt,GT,,-7.88,-6.87,1,-1.42,-1.3666666666666671,spanish
perplexity,GT,,-8.75,-6.41,1,-2.29,-0.9066666666666672,spanish
gemini,IN,,-5.583333333333333,-5.336666666666666,3,-1.1033333333333335,-1.1216666666666653,english
gpt,IN,,-6.1899999999999995,-6.205,2,-1.71,-1.9899999999999993,english
perplexity,IN,,2.25,3.13,1,6.7299999999999995,7.345000000000001,english
gemini,IN,,-6.21,-4.786666666666666,3,-0.7071428571428564,-0.18666666666666565,french
gpt,IN,,-7.713333333333334,-7.006666666666667,3,-2.2104761904761903,-2.4066666666666663,french
perplexity,IN,,3.25,3.18,1,8.752857142857144,7.780000000000001,french
gemini,IN,,-5.46,-5.846666666666667,3,-0.04714285714285715,0.18190476190476268,german
gpt,IN,,-7.043333333333333,-7.246666666666667,3,-1.6304761904761902,-1.2180952380952377,german
perplexity,IN,,-0.38,-2.92,1,5.032857142857143,3.1085714285714294,german
gemini,IN,,-6.336666666666667,-5.363333333333333,3,-0.25,-0.16166666666666796,spanish
gpt,IN,,-8.19,-7.665,2,-2.1033333333333326,-2.4633333333333347,spanish
perplexity,IN,,-1.13,0.21,1,4.956666666666667,5.411666666666665,spanish
gemini,KE,,-5.75,-4.21,1,-1.54,-0.6333333333333333,english
gpt,KE,,-6.0,-6.21,1,-1.79,-2.6333333333333333,english
perplexity,KE,,-0.88,-0.31,1,3.33,3.2666666666666666,english
gemini,KE,,-4.63,-3.28,1,1.5599999999999996,1.3599999999999999,french
gpt,KE,,-7.75,-6.0,1,-1.5600000000000005,-1.3600000000000003,french
gemini,KE,,-2.25,-3.74,1,3.25,2.1899999999999995,german
gpt,KE,,-7.75,-7.08,1,-2.25,-1.1500000000000004,german
perplexity,KE,,-6.5,-6.97,1,-1.0,-1.04,german
gemini,KE,,-3.75,-2.72,1,3.003333333333334,2.5799999999999996,spanish
gpt,KE,,-8.38,-7.33,1,-1.626666666666667,-2.0300000000000002,spanish
perplexity,KE,,-8.13,-5.85,1,-1.376666666666667,-0.5499999999999998,spanish
gemini,NG,,-5.919999999999999,-4.956666666666667,3,0.7766666666666673,1.1788888888888884,english
gpt,NG,,-6.25,-6.376666666666666,3,0.4466666666666663,-0.2411111111111106,english
perplexity,NG,,-7.920000000000001,-7.073333333333333,3,-1.2233333333333345,-0.9377777777777778,english
gemini,NG,,-6.333333333333333,-4.6499999999999995,3,-0.025555555555555998,1.1511111111111108,french
gpt,NG,,-6.463333333333334,-6.923333333333333,3,-0.15555555555555678,-1.1222222222222227,french
perplexity,NG,,-6.126666666666666,-5.830000000000001,3,0.181111111111111,-0.02888888888889074,french
gemini,NG,,-4.833333333333333,-5.843333333333334,3,1.3344444444444452,-0.09999999999999964,german
gpt,NG,,-6.833333333333333,-7.196666666666666,3,-0.6655555555555548,-1.4533333333333323,german
perplexity,NG,,-6.836666666666667,-4.19,3,-0.6688888888888886,1.5533333333333337,german
gemini,NG,,-5.503333333333334,-4.34,3,0.75,0.4233333333333338,spanish
gpt,NG,,-7.963333333333334,-7.076666666666667,3,-1.71,-2.3133333333333335,spanish
perplexity,NG,,-5.293333333333334,-2.8733333333333335,3,0.96,1.8900000000000001,spanish
gemini,NL,,-5.755,-5.5600000000000005,2,1.1016666666666666,0.34499999999999975,english
gpt,NL,,-6.9399999999999995,-6.5649999999999995,2,-0.08333333333333304,-0.6599999999999993,english
perplexity,NL,,-7.875,-5.59,2,-1.0183333333333335,0.3150000000000004,english
gemini,NL,,-5.625,-4.54,2,1.359285714285714,1.218571428571428,french
gpt,NL,,-7.543333333333333,-6.873333333333334,3,-0.559047619047619,-1.114761904761906,french
perplexity,NL,,-7.505,-5.305,2,-0.5207142857142859,0.4535714285714283,french
gemini,NL,,-6.005,-6.385,2,1.1050000000000004,0.13500000000000068,german
gpt,NL,,-7.46,-7.3133333333333335,3,-0.34999999999999964,-0.793333333333333,german
perplexity,NL,,-7.69,-5.465000000000001,2,-0.5800000000000001,1.0549999999999997,german
gemini,NL,,-5.69,-4.745,2,1.4557142857142855,1.109285714285714,spanish
gpt,NL,,-7.63,-7.163333333333333,3,-0.484285714285714,-1.309047619047619,spanish
perplexity,NL,,-7.875,-5.0,2,-0.7292857142857141,0.8542857142857141,spanish
gemini,NZ,,-6.75,-6.05,2,0.3519999999999994,0.06200000000000028,english
gpt,NZ,,-6.88,-6.359999999999999,2,0.22199999999999953,-0.24799999999999933,english
perplexity,NZ,,-8.25,-5.74,1,-1.1480000000000006,0.3719999999999999,english
gemini,NZ,,-5.5,-5.105,2,-0.9740000000000002,-0.9090000000000007,french
gpt,NZ,,-6.6899999999999995,-6.105,2,-2.1639999999999997,-1.9090000000000007,french
perplexity,NZ,,1.75,1.44,1,6.276,5.635999999999999,french
gemini,NZ,,-7.375,-6.745,2,-1.5230000000000006,-0.41500000000000004,german
gpt,NZ,,-6.8149999999999995,-6.72,2,-0.9630000000000001,-0.3899999999999997,german
perplexity,NZ,,-0.88,-4.72,1,4.9719999999999995,1.6100000000000003,german
gemini,NZ,,-6.0649999999999995,-5.33,2,0.8630000000000004,0.6780000000000008,spanish
gpt,NZ,,-7.3149999999999995,-6.715,2,-0.38699999999999957,-0.706999999999999,spanish
perplexity,NZ,,-7.88,-5.95,1,-0.952,0.05800000000000072,spanish
gemini,PG,,-6.25,-5.74,1,0.583333333333333,-0.3733333333333331,english
gpt,PG,,-6.25,-6.31,1,0.583333333333333,-0.9433333333333325,english
perplexity,PG,,-8.0,-4.05,1,-1.166666666666667,1.3166666666666673,english
gemini,PG,,-7.25,-6.51,1,0.543333333333333,0.2733333333333343,french
gpt,PG,,-6.88,-6.97,1,0.9133333333333331,-0.18666666666666565,french
perplexity,PG,,-9.25,-6.87,1,-1.456666666666667,-0.086666666666666,french
gemini,PG,,-7.75,-7.13,1,-0.25,-1.4033333333333333,german
gpt,PG,,-6.75,-6.87,1,0.75,-1.1433333333333335,german
perplexity,PG,,-8.0,-3.18,1,-0.5,2.5466666666666664,german
gemini,PG,,-8.38,-6.97,1,-0.753333333333333,-0.4933333333333332,spanish
gpt,PG,,-7.0,-6.87,1,0.6266666666666678,-0.39333333333333353,spanish
perplexity,PG,,-7.5,-5.59,1,0.12666666666666782,0.8866666666666667,spanish
gemini,RS,,-6.1899999999999995,-5.23,2,0.43666666666666654,0.27333333333333254,english
gpt,RS,,-6.625,-6.41,2,0.001666666666666039,-0.9066666666666672,english
perplexity,RS,,-7.065,-4.87,2,-0.43833333333333435,0.6333333333333329,english
gemini,RS,,-7.21,-5.59,3,0.507142857142858,0.5842857142857145,french
gpt,RS,,-7.755,-6.92,2,-0.03785714285714192,-0.7457142857142856,french
perplexity,RS,,-8.44,-6.305,2,-0.7228571428571415,-0.13071428571428534,french
gemini,RS,,-4.9399999999999995,-5.59,2,1.6700000000000008,0.4542857142857146,german
gpt,RS,,-7.293333333333333,-6.426666666666667,3,-0.6833333333333327,-0.38238095238095227,german
perplexity,RS,,-7.255000000000001,-5.925000000000001,2,-0.6450000000000005,0.11928571428571377,german
gemini,RS,,-5.920000000000001,-4.616666666666666,3,1.3962499999999993,1.5495833333333335,spanish
gpt,RS,,-8.086666666666668,-7.57,3,-0.7704166666666676,-1.4037500000000005,spanish
perplexity,RS,,-8.255,-6.385,2,-0.9387500000000006,-0.21875,spanish
gemini,SG,,-5.046666666666667,-5.536666666666666,3,-0.07952380952381066,-0.46095238095238056,english
gpt,SG,,-7.169999999999999,-6.41,3,-2.202857142857143,-1.3342857142857145,english
perplexity,SG,,1.88,0.31,1,6.847142857142856,5.385714285714285,english
gemini,SG,,-6.0,-6.025,2,-0.3979999999999997,0.0470000000000006,french
gpt,SG,,-7.44,-6.845000000000001,2,-1.838,-0.7729999999999997,french
perplexity,SG,,-1.13,-4.62,1,4.472,1.4520000000000008,french
gemini,SG,,-5.833333333333333,-5.793333333333333,3,0.996666666666667,0.6866666666666674,german
gpt,SG,,-7.21,-7.3,3,-0.3799999999999999,-0.8199999999999994,german
perplexity,SG,,-7.755000000000001,-6.279999999999999,2,-0.9250000000000007,0.20000000000000107,german
gemini,SG,,-5.8149999999999995,-4.1,2,0.08900000000000041,0.5859999999999994,spanish
gpt,SG,,-8.505,-7.665,2,-2.601000000000001,-2.979000000000001,spanish
perplexity,SG,,-0.88,0.1,1,5.024,4.785999999999999,spanish
gemini,US,,-5.083333333333333,-5.04,3,1.5433333333333348,1.3533333333333335,english
gpt,US,,-7.083333333333333,-6.666666666666667,3,-0.4566666666666652,-0.27333333333333343,english
perplexity,US,,-7.713333333333334,-7.473333333333334,3,-1.086666666666666,-1.08,english
gemini,US,,-5.666666666666667,-4.36,3,0.8488888888888884,1.8455555555555554,french
gpt,US,,-6.796666666666667,-6.513333333333333,3,-0.28111111111111153,-0.30777777777777704,french
perplexity,US,,-7.083333333333333,-7.743333333333333,3,-0.5677777777777777,-1.5377777777777775,french
gemini,US,,-4.753333333333333,-6.016666666666667,3,2.0266666666666664,0.8399999999999999,german
gpt,US,,-7.543333333333333,-6.960000000000001,3,-0.7633333333333336,-0.10333333333333439,german
perplexity,US,,-8.043333333333335,-7.593333333333334,3,-1.2633333333333354,-0.7366666666666672,german
gemini,US,,-4.42,-4.596666666666667,3,2.612222222222223,2.0644444444444447,spanish
gpt,US,,-8.296666666666667,-7.333333333333333,3,-1.264444444444444,-0.6722222222222216,spanish
perplexity,US,,-8.38,-8.053333333333333,3,-1.347777777777778,-1.3922222222222214,spanish
gemini,VN,,-5.543333333333333,-5.3133333333333335,3,-0.37333333333333396,-0.031666666666667176,english
gpt,VN,,-7.005,-6.335,2,-1.8350000000000009,-1.0533333333333337,english
perplexity,VN,,-0.38,-3.08,1,4.789999999999999,2.201666666666666,english
gemini,VN,,-6.376666666666666,-4.716666666666666,3,-0.7283333333333326,0.35166666666666835,french
gpt,VN,,-7.0649999999999995,-6.695,2,-1.416666666666666,-1.626666666666666,french
perplexity,VN,,-0.63,-2.87,1,5.0183333333333335,2.198333333333334,french
gemini,VN,,-6.583333333333333,-6.306666666666666,3,-0.9576190476190467,-0.24809523809523704,german
gpt,VN,,-6.5,-6.82,3,-0.8742857142857137,-0.7614285714285716,german
perplexity,VN,,-0.13,-3.03,1,5.495714285714286,3.028571428571429,german
gemini,VN,,-6.586666666666666,-5.486666666666667,3,-0.2795238095238082,0.3733333333333331,spanish
gpt,VN,,-7.753333333333334,-7.263333333333333,3,-1.446190476190476,-1.4033333333333324,spanish
perplexity,VN,,-1.13,-2.77,1,5.177142857142858,3.0900000000000003,spanish
gemini,,control,-4.833529411764706,-4.5582352941176465,17,0.5460784313725489,0.1849019607843152,english
gpt,,control,-6.420588235294118,-6.232941176470588,17,-1.0409803921568628,-1.489803921568626,english
perplexity,,control,-4.884705882352941,-3.4382352941176473,17,0.4949019607843139,1.3049019607843144,english
gemini,,control,-4.685882352941176,-3.5805882352941176,17,0.9289176470588236,1.2110117647058822,french
gpt,,control,-6.988235294117647,-6.537058823529412,17,-1.3734352941176473,-1.745458823529412,french
perplexity,,control,-5.1425,-4.22375,16,0.4722999999999997,0.56785,french
gemini,,control,-3.993529411764706,-5.6776470588235295,17,1.4882705882352938,0.08995294117647035,german
gpt,,control,-6.912941176470588,-6.803529411764706,17,-1.4311411764705886,-1.0359294117647062,german
perplexity,,control,-5.5425,-4.7625,16,-0.06070000000000064,1.0050999999999997,german
gemini,,control,-3.5229411764705882,-3.2529411764705882,17,2.2764705882352936,1.6241176470588234,spanish
gpt,,control,-7.798235294117647,-7.064117647058824,17,-1.9988235294117649,-2.187058823529412,spanish
perplexity,,control,-6.077058823529412,-4.314117647058824,17,-0.27764705882353,0.5629411764705878,spanish
gemini,,farleft,-6.7309090909090905,-5.579090909090909,11,0.2928409090909092,0.6942424242424243,english
gpt,,farleft,-6.876666666666667,-6.474444444444444,9,0.1470833333333328,-0.20111111111111057,english
perplexity,,farleft,-8.16,-7.73,4,-1.1362500000000004,-1.456666666666667,english
gemini,,farleft,-7.325,-6.462000000000001,10,-0.08833333333333293,0.15341666666666498,french
gpt,,farleft,-7.44888888888889,-6.7588888888888885,9,-0.21222222222222253,-0.1434722222222229,french
perplexity,,farleft,-6.678,-6.664,5,0.5586666666666673,-0.04858333333333409,french
gemini,,farleft,-7.115454545454545,-6.455454545454546,11,0.18787878787878842,0.15010101010100918,german
gpt,,farleft,-7.457272727272727,-7.113636363636363,11,-0.15393939393939338,-0.5080808080808081,german
perplexity,,farleft,-7.378,-5.8180000000000005,5,-0.07466666666666644,0.7875555555555547,german
gemini,,farleft,-7.954000000000001,-6.590000000000001,10,-0.2577500000000006,0.21999999999999886,spanish
gpt,,farleft,-8.142222222222223,-7.514444444444444,9,-0.4459722222222231,-0.7044444444444444,spanish
perplexity,,farleft,-6.378,-5.982000000000001,5,1.31825,0.8279999999999985,spanish
gemini,,farright,-5.672727272727273,-5.16,11,1.209208211143694,1.2387096774193544,english
gpt,,farright,-7.070909090909091,-6.457272727272727,11,-0.1889736070381245,-0.05856304985337246,english
perplexity,,farright,-8.128888888888888,-7.841111111111112,9,-1.246953405017921,-1.4424014336917574,english
gemini,,farright,-6.146666666666667,-4.691666666666666,12,0.9736274509803904,1.6336274509803923,french
gpt,,farright,-7.5138461538461545,-6.816923076923077,13,-0.39355203619909673,-0.49162895927601813,french
perplexity,,farright,-7.8500000000000005,-7.793333333333333,9,-0.7297058823529428,-1.4680392156862743,french
gemini,,farright,-5.478181818181818,-5.673636363636363,11,1.3990056818181822,1.223863636363637,german
gpt,,farright,-7.22,-7.0975,12,-0.34281249999999996,-0.20000000000000018,german
perplexity,,farright,-8.13,-8.126666666666667,9,-1.252812500000001,-1.229166666666667,german
gemini,,farright,-5.388333333333333,-4.7775,12,1.8099019607843143,1.9163235294117653,spanish
gpt,,farright,-8.080769230769231,-7.426923076923076,13,-0.8825339366515843,-0.7330995475113111,spanish
perplexity,,farright,-8.336666666666666,-8.190000000000001,9,-1.138431372549019,-1.496176470588236,spanish
